source,target,start,end
magaoon,nadanovonofront,2018-07-24 01:45:40,2018-07-24 01:45:40
zeknust,nadanovonofront,2018-07-24 01:45:38,2018-07-24 01:45:38
MrLumertz,cyrusafa,2018-07-24 01:45:24,2018-07-24 01:45:24
jeanmistrelli,nadanovonofront,2018-07-24 01:45:24,2018-07-24 01:45:24
layqueiroz20,cyrusafa,2018-07-24 01:45:15,2018-07-24 01:45:15
neu_dia,delucca,2018-07-24 01:45:02,2018-07-24 01:45:02
odio_nao,cyrusafa,2018-07-24 01:44:54,2018-07-24 01:44:54
ale_svieira,delucca,2018-07-24 01:44:50,2018-07-24 01:44:50
_tcandido,cyrusafa,2018-07-24 01:44:49,2018-07-24 01:44:49
odio_nao,delucca,2018-07-24 01:44:40,2018-07-24 01:44:40
FabiCosta,delucca,2018-07-24 01:44:32,2018-07-24 01:44:32
ale_svieira,delucca,2018-07-24 01:44:30,2018-07-24 01:44:30
pauloeduwcski,cyrusafa,2018-07-24 01:44:28,2018-07-24 01:44:28
odio_nao,delucca,2018-07-24 01:44:23,2018-07-24 01:44:23
FelipeTeTZ,cyrusafa,2018-07-24 01:44:19,2018-07-24 01:44:19
noeloliveira,cyrusafa,2018-07-24 01:44:17,2018-07-24 01:44:17
andrelisho,delucca,2018-07-24 01:44:14,2018-07-24 01:44:14
felipessan,delucca,2018-07-24 01:43:58,2018-07-24 01:43:58
CarlosMoraes19,delucca,2018-07-24 01:43:44,2018-07-24 01:43:44
jairolog,delucca,2018-07-24 01:43:43,2018-07-24 01:43:43
palas_athenada,delucca,2018-07-24 01:43:42,2018-07-24 01:43:42
ivaniacviana,cyrusafa,2018-07-24 01:43:38,2018-07-24 01:43:38
arioldo,NicoleFroio,2018-07-24 01:43:17,2018-07-24 01:43:17
silviadomel,delucca,2018-07-24 01:43:16,2018-07-24 01:43:16
nailliw,cyrusafa,2018-07-24 01:43:16,2018-07-24 01:43:16
NormanDavisJr1,delucca,2018-07-24 01:43:16,2018-07-24 01:43:16
SolangePall,delucca,2018-07-24 01:43:15,2018-07-24 01:43:15
ivaniacviana,delucca,2018-07-24 01:42:57,2018-07-24 01:42:57
EBSeixlack,delucca,2018-07-24 01:42:42,2018-07-24 01:42:42
arte_prima,delucca,2018-07-24 01:42:31,2018-07-24 01:42:31
NicoleFroio,cyrusafa,2018-07-24 01:42:22,2018-07-24 01:42:22
BhzKika,delucca,2018-07-24 01:42:19,2018-07-24 01:42:19
CarlosMoraes19,delucca,2018-07-24 01:42:02,2018-07-24 01:42:02
IvanValente,delucca,2018-07-24 01:42:00,2018-07-24 01:42:00
bananasoberba,delucca,2018-07-24 01:41:52,2018-07-24 01:41:52
mariolobato,delucca,2018-07-24 01:41:30,2018-07-24 01:41:30
cassianosimoes,delucca,2018-07-24 01:41:24,2018-07-24 01:41:24
antoniofsa07,delucca,2018-07-24 01:41:20,2018-07-24 01:41:20
jcsdaniel,delucca,2018-07-24 01:41:01,2018-07-24 01:41:01
rtitareis,cyrusafa,2018-07-24 01:40:53,2018-07-24 01:40:53
antounh,cyrusafa,2018-07-24 01:40:48,2018-07-24 01:40:48
sardinhaexpress,delucca,2018-07-24 01:40:45,2018-07-24 01:40:45
JoedaBahia,cyrusafa,2018-07-24 01:40:39,2018-07-24 01:40:39
anacarolinars,cyrusafa,2018-07-24 01:40:28,2018-07-24 01:40:28
odio_nao,danielaabade,2018-07-24 01:40:18,2018-07-24 01:40:18
odio_nao,danielaabade,2018-07-24 01:40:10,2018-07-24 01:40:10
MelinaVauCSilva,delucca,2018-07-24 01:40:08,2018-07-24 01:40:08
odio_nao,cyrusafa,2018-07-24 01:39:54,2018-07-24 01:39:54
rodrigoprado,delucca,2018-07-24 01:39:54,2018-07-24 01:39:54
Matheus_Dias40,delucca,2018-07-24 01:39:44,2018-07-24 01:39:44
NilvaSader,danielaabade,2018-07-24 01:39:41,2018-07-24 01:39:41
sardinhaexpress,delucca,2018-07-24 01:39:20,2018-07-24 01:39:20
comtesset,drinds0704,2018-07-24 01:39:10,2018-07-24 01:39:10
NilvaSader,delucca,2018-07-24 01:39:06,2018-07-24 01:39:06
BRevolutionary_,cyrusafa,2018-07-24 01:38:54,2018-07-24 01:38:54
dreulia,delucca,2018-07-24 01:38:54,2018-07-24 01:38:54
rtitareis,delucca,2018-07-24 01:38:46,2018-07-24 01:38:46
Gabriel6828,delucca,2018-07-24 01:38:43,2018-07-24 01:38:43
profmineiro,delucca,2018-07-24 01:38:24,2018-07-24 01:38:24
antounh,delucca,2018-07-24 01:38:13,2018-07-24 01:38:13
Gusta_Gusmao,danielaabade,2018-07-24 01:38:10,2018-07-24 01:38:10
NereruoOMala,danielaabade,2018-07-24 01:37:21,2018-07-24 01:37:21
_Renata_Melo,delucca,2018-07-24 01:37:03,2018-07-24 01:37:03
nadanovonofront,danielaabade,2018-07-24 01:37:00,2018-07-24 01:37:00
EBSeixlack,delucca,2018-07-24 01:36:46,2018-07-24 01:36:46
Marciolopeste,delucca,2018-07-24 01:36:43,2018-07-24 01:36:43
Ramesojalves,cyrusafa,2018-07-24 01:36:09,2018-07-24 01:36:09
EBSeixlack,delucca,2018-07-24 01:36:07,2018-07-24 01:36:07
rtitareis,delucca,2018-07-24 01:35:53,2018-07-24 01:35:53
MonetaAntonio,delucca,2018-07-24 01:35:50,2018-07-24 01:35:50
jeanmistrelli,danielaabade,2018-07-24 01:35:39,2018-07-24 01:35:39
ivoneuman,delucca,2018-07-24 01:35:20,2018-07-24 01:35:20
bobjackk,delucca,2018-07-24 01:35:08,2018-07-24 01:35:08
edvardvallek,danielaabade,2018-07-24 01:35:06,2018-07-24 01:35:06
AmericoJackk,delucca,2018-07-24 01:34:53,2018-07-24 01:34:53
dieviviarruda,danielaabade,2018-07-24 01:34:41,2018-07-24 01:34:41
bananasoberba,delucca,2018-07-24 01:34:34,2018-07-24 01:34:34
DENPSI,cyrusafa,2018-07-24 01:34:09,2018-07-24 01:34:09
WSkika,cyrusafa,2018-07-24 01:34:07,2018-07-24 01:34:07
Lg_Quintaes,delucca,2018-07-24 01:34:07,2018-07-24 01:34:07
neu_dia,delucca,2018-07-24 01:34:05,2018-07-24 01:34:05
Warley_Lopes,delucca,2018-07-24 01:33:54,2018-07-24 01:33:54
PortoLarrosa,delucca,2018-07-24 01:33:49,2018-07-24 01:33:49
rtitareis,delucca,2018-07-24 01:33:45,2018-07-24 01:33:45
jeanmistrelli,Bruno191289,2018-07-24 01:33:40,2018-07-24 01:33:40
calua,cyrusafa,2018-07-24 01:33:35,2018-07-24 01:33:35
marciogomesilva,cyrusafa,2018-07-24 01:33:34,2018-07-24 01:33:34
rtitareis,delucca,2018-07-24 01:33:33,2018-07-24 01:33:33
casa_dos_pobres,cyrusafa,2018-07-24 01:33:33,2018-07-24 01:33:33
odio_nao,cyrusafa,2018-07-24 01:33:21,2018-07-24 01:33:21
odio_nao,cyrusafa,2018-07-24 01:33:18,2018-07-24 01:33:18
nildaalcarinque,cyrusafa,2018-07-24 01:33:14,2018-07-24 01:33:14
PortoLarrosa,delucca,2018-07-24 01:33:06,2018-07-24 01:33:06
craquel,delucca,2018-07-24 01:33:02,2018-07-24 01:33:02
delucca,cyrusafa,2018-07-24 01:32:58,2018-07-24 01:32:58
IvanValente,delucca,2018-07-24 01:32:46,2018-07-24 01:32:46
drinds0704,cyrusafa,2018-07-24 01:32:41,2018-07-24 01:32:41
drinds0704,cyrusafa,2018-07-24 01:32:37,2018-07-24 01:32:37
NereruoOMala,cyrusafa,2018-07-24 01:32:24,2018-07-24 01:32:24
nildaalcarinque,danielaabade,2018-07-24 01:32:20,2018-07-24 01:32:20
Warley_Lopes,delucca,2018-07-24 01:32:16,2018-07-24 01:32:16
tarcisiolando,delucca,2018-07-24 01:32:14,2018-07-24 01:32:14
yurizurigo,cyrusafa,2018-07-24 01:31:49,2018-07-24 01:31:49
NiltonMCoelho,delucca,2018-07-24 01:31:38,2018-07-24 01:31:38
drinds0704,danielaabade,2018-07-24 01:31:26,2018-07-24 01:31:26
sergio50sp,cyrusafa,2018-07-24 01:31:20,2018-07-24 01:31:20
VictorFontes10,delucca,2018-07-24 01:31:16,2018-07-24 01:31:16
_tcandido,cyrusafa,2018-07-24 01:31:01,2018-07-24 01:31:01
MrLumertz,cyrusafa,2018-07-24 01:30:46,2018-07-24 01:30:46
pauloeduwcski,casa_dos_pobres,2018-07-24 01:30:30,2018-07-24 01:30:30
Bruno191289,delucca,2018-07-24 01:30:26,2018-07-24 01:30:26
Binass,delucca,2018-07-24 01:30:21,2018-07-24 01:30:21
titiabdalla,delucca,2018-07-24 01:29:55,2018-07-24 01:29:55
odio_nao,cyrusafa,2018-07-24 01:29:33,2018-07-24 01:29:33
pauloeduwcski,cyrusafa,2018-07-24 01:29:07,2018-07-24 01:29:07
drinds0704,cyrusafa,2018-07-24 01:28:52,2018-07-24 01:28:52
drinds0704,juliocpjr,2018-07-24 01:28:40,2018-07-24 01:28:40
luciocmesquita,cyrusafa,2018-07-24 01:28:38,2018-07-24 01:28:38
oguh,cyrusafa,2018-07-24 01:28:38,2018-07-24 01:28:38
drinds0704,delucca,2018-07-24 01:28:38,2018-07-24 01:28:38
jeanmistrelli,delucca,2018-07-24 01:28:30,2018-07-24 01:28:30
jeanmistrelli,brunoarossato,2018-07-24 01:28:17,2018-07-24 01:28:17
MrLumertz,cyrusafa,2018-07-24 01:27:58,2018-07-24 01:27:58
sardinhaexpress,delucca,2018-07-24 01:27:49,2018-07-24 01:27:49
_tcandido,mau10,2018-07-24 01:27:19,2018-07-24 01:27:19
SuziMossmann,delucca,2018-07-24 01:27:16,2018-07-24 01:27:16
_tcandido,meninanaopode,2018-07-24 01:27:15,2018-07-24 01:27:15
DriCatSitter,AlemD4sSombras,2018-07-24 01:26:53,2018-07-24 01:26:53
layqueiroz20,delucca,2018-07-24 01:26:38,2018-07-24 01:26:38
mau10,veronicatendai,2018-07-24 01:26:15,2018-07-24 01:26:15
mau10,juliocpjr,2018-07-24 01:26:04,2018-07-24 01:26:04
mau10,meninanaopode,2018-07-24 01:25:57,2018-07-24 01:25:57
mau10,cyrusafa,2018-07-24 01:25:51,2018-07-24 01:25:51
J_A_C_,cyrusafa,2018-07-24 01:24:05,2018-07-24 01:24:05
J_A_C_,brunoarossato,2018-07-24 01:23:43,2018-07-24 01:23:43
J_A_C_,Jorge_Novaes1,2018-07-24 01:23:38,2018-07-24 01:23:38
BleyLacerda,cyrusafa,2018-07-24 01:21:05,2018-07-24 01:21:05
Cursinosab,MrLumertz,2018-07-24 01:20:59,2018-07-24 01:20:59
C4RIM,cyrusafa,2018-07-24 01:19:16,2018-07-24 01:19:16
arioldo,cyrusafa,2018-07-24 01:17:39,2018-07-24 01:17:39
NilvaSader,cyrusafa,2018-07-24 01:11:33,2018-07-24 01:11:33
NilvaSader,cyrusafa,2018-07-24 01:11:26,2018-07-24 01:11:26
_Renata_Melo,AlemD4sSombras,2018-07-24 01:03:05,2018-07-24 01:03:05
liliansantos976,Frmarchetaria,2018-07-24 00:39:47,2018-07-24 00:39:47
NeideImb,Frmarchetaria,2018-07-24 00:38:37,2018-07-24 00:38:37
liliansantos976,Frmarchetaria,2018-07-24 00:36:25,2018-07-24 00:36:25
hfariasilva1969,cyrusafa,2018-07-24 00:33:57,2018-07-24 00:33:57
agoraqui,AlemD4sSombras,2018-07-24 00:30:59,2018-07-24 00:30:59
marvictei,AlemD4sSombras,2018-07-24 00:30:35,2018-07-24 00:30:35
brunoarossato,AlemD4sSombras,2018-07-24 00:29:01,2018-07-24 00:29:01
senhor_mancuzo,cyrusafa,2018-07-24 00:27:53,2018-07-24 00:27:53
magnamoreira_,cyrusafa,2018-07-24 00:20:32,2018-07-24 00:20:32
Rangel_Lucia,cyrusafa,2018-07-24 00:20:06,2018-07-24 00:20:06
anacarolinars,AlemD4sSombras,2018-07-24 00:14:20,2018-07-24 00:14:20
joaopaulofilho,cyrusafa,2018-07-24 00:10:36,2018-07-24 00:10:36
CzMip,cyrusafa,2018-07-24 00:00:33,2018-07-24 00:00:33
Projetodiego,miurakenzo,2018-07-23 23:57:53,2018-07-23 23:57:53
Crysraf,AlemD4sSombras,2018-07-23 23:45:39,2018-07-23 23:45:39
lacaldani,AlemD4sSombras,2018-07-23 23:44:41,2018-07-23 23:44:41
J_A_C_,AlemD4sSombras,2018-07-23 23:44:24,2018-07-23 23:44:24
ajulia1996,cyrusafa,2018-07-23 23:44:23,2018-07-23 23:44:23
cadoasto,AlemD4sSombras,2018-07-23 23:41:59,2018-07-23 23:41:59
lexandrehonorio,AlemD4sSombras,2018-07-23 23:41:56,2018-07-23 23:41:56
Rangel_Lucia,AlemD4sSombras,2018-07-23 23:40:48,2018-07-23 23:40:48
sayallez,AlemD4sSombras,2018-07-23 23:40:06,2018-07-23 23:40:06
Cavalcanti13R,cyrusafa,2018-07-23 23:38:07,2018-07-23 23:38:07
Anb_Li,cyrusafa,2018-07-23 23:35:06,2018-07-23 23:35:06
PauloRodrigoCam,cyrusafa,2018-07-23 23:34:15,2018-07-23 23:34:15
nildaalcarinque,NereruoOMala,2018-07-23 23:34:00,2018-07-23 23:34:00
camaradabruxo,cyrusafa,2018-07-23 23:33:29,2018-07-23 23:33:29
JordaoF,AlemD4sSombras,2018-07-23 23:32:52,2018-07-23 23:32:52
LciaPontes1,cyrusafa,2018-07-23 23:32:43,2018-07-23 23:32:43
ThadeuPenido,cyrusafa,2018-07-23 23:31:06,2018-07-23 23:31:06
fabiosoares4444,AlemD4sSombras,2018-07-23 23:30:37,2018-07-23 23:30:37
fabiosoares4444,cyrusafa,2018-07-23 23:30:27,2018-07-23 23:30:27
isaesg,cyrusafa,2018-07-23 23:28:34,2018-07-23 23:28:34
gustavogn,AlemD4sSombras,2018-07-23 23:27:34,2018-07-23 23:27:34
maloooah,cyrusafa,2018-07-23 23:27:19,2018-07-23 23:27:19
luizhsrodrigues,cyrusafa,2018-07-23 23:24:06,2018-07-23 23:24:06
luizhsrodrigues,AlemD4sSombras,2018-07-23 23:23:57,2018-07-23 23:23:57
luizhsrodrigues,cyrusafa,2018-07-23 23:23:52,2018-07-23 23:23:52
casa_dos_pobres,cyrusafa,2018-07-23 23:22:55,2018-07-23 23:22:55
odio_nao,cyrusafa,2018-07-23 23:22:36,2018-07-23 23:22:36
thithow,miurakenzo,2018-07-23 23:21:50,2018-07-23 23:21:50
rafaelbonilha,mau10,2018-07-23 23:19:33,2018-07-23 23:19:33
felipejardim95,gsaraiva7,2018-07-23 23:18:37,2018-07-23 23:18:37
naturezaemclose,cyrusafa,2018-07-23 23:15:41,2018-07-23 23:15:41
gsaraiva7,AlemD4sSombras,2018-07-23 23:15:28,2018-07-23 23:15:28
rtitareis,cyrusafa,2018-07-23 23:14:20,2018-07-23 23:14:20
edvardvallek,AlemD4sSombras,2018-07-23 23:13:17,2018-07-23 23:13:17
JoaoPauloJM,cyrusafa,2018-07-23 23:12:05,2018-07-23 23:12:05
globomente,cyrusafa,2018-07-23 23:10:41,2018-07-23 23:10:41
jeanmistrelli,AlemD4sSombras,2018-07-23 23:10:30,2018-07-23 23:10:30
LulaParaSempre,cyrusafa,2018-07-23 23:10:23,2018-07-23 23:10:23
valbarbero,AlemD4sSombras,2018-07-23 23:10:07,2018-07-23 23:10:07
LulaParaSempre,AlemD4sSombras,2018-07-23 23:10:07,2018-07-23 23:10:07
LulaParaSempre,cyrusafa,2018-07-23 23:09:29,2018-07-23 23:09:29
MarceloFaccenda,AlemD4sSombras,2018-07-23 23:08:58,2018-07-23 23:08:58
felipemourao,AlemD4sSombras,2018-07-23 23:08:27,2018-07-23 23:08:27
alves_delmar,AlemD4sSombras,2018-07-23 23:08:03,2018-07-23 23:08:03
gabrielrega,AlemD4sSombras,2018-07-23 23:07:31,2018-07-23 23:07:31
comtesset,cyrusafa,2018-07-23 23:06:46,2018-07-23 23:06:46
thor_ribeiro,cyrusafa,2018-07-23 23:06:27,2018-07-23 23:06:27
PMoane,AlemD4sSombras,2018-07-23 23:06:08,2018-07-23 23:06:08
cpanazio,cyrusafa,2018-07-23 23:05:43,2018-07-23 23:05:43
juliocesaramor,cyrusafa,2018-07-23 23:05:34,2018-07-23 23:05:34
juliocesaramor,cyrusafa,2018-07-23 23:05:32,2018-07-23 23:05:32
danielaabade,AlemD4sSombras,2018-07-23 23:05:10,2018-07-23 23:05:10
izabelteixeira2,mau10,2018-07-23 23:05:03,2018-07-23 23:05:03
izabelteixeira2,bchavesjv,2018-07-23 23:04:47,2018-07-23 23:04:47
izabelteixeira2,felipemourao,2018-07-23 23:04:37,2018-07-23 23:04:37
izabelteixeira2,AlemD4sSombras,2018-07-23 23:03:56,2018-07-23 23:03:56
nildaalcarinque,AlemD4sSombras,2018-07-23 23:03:27,2018-07-23 23:03:27
pauloeduwcski,AlemD4sSombras,2018-07-23 23:03:23,2018-07-23 23:03:23
pauloeduwcski,cyrusafa,2018-07-23 23:03:17,2018-07-23 23:03:17
odio_nao,AlemD4sSombras,2018-07-23 23:02:59,2018-07-23 23:02:59
SrMillionerd,AlemD4sSombras,2018-07-23 23:02:26,2018-07-23 23:02:26
cyrusafa,AlemD4sSombras,2018-07-23 23:02:18,2018-07-23 23:02:18
drinds0704,AlemD4sSombras,2018-07-23 23:02:03,2018-07-23 23:02:03
mau10,cyrusafa,2018-07-23 22:15:41,2018-07-23 22:15:41
ubuntuvendas,cyrusafa,2018-07-23 19:58:54,2018-07-23 19:58:54
odio_nao,cyrusafa,2018-07-23 19:58:45,2018-07-23 19:58:45
marcusjeronimo,rainhadafranca,2018-07-21 17:39:33,2018-07-21 17:39:33
carlosffrank,rainhadafranca,2018-07-21 17:34:42,2018-07-21 17:34:42
Rspfc81,cyrusafa,2018-07-24 17:59:57,2018-07-24 17:59:57
Julianaqos,delucca,2018-07-24 17:59:05,2018-07-24 17:59:05
julio_kaminski,delucca,2018-07-24 17:58:09,2018-07-24 17:58:09
MeninaVeneno007,delucca,2018-07-24 17:58:08,2018-07-24 17:58:08
Andredgzin,delucca,2018-07-24 17:55:56,2018-07-24 17:55:56
LucianaXViana,delucca,2018-07-24 17:55:46,2018-07-24 17:55:46
fabiobitenco,delucca,2018-07-24 17:51:23,2018-07-24 17:51:23
MaisaNaluy,cyrusafa,2018-07-24 18:05:02,2018-07-24 18:05:02
Fraude_A_Jato,delucca,2018-07-24 18:09:18,2018-07-24 18:09:18
tiizago,delucca,2018-07-24 18:05:42,2018-07-24 18:05:42
tatipava,delucca,2018-07-24 18:14:53,2018-07-24 18:14:53
LucianoNascime6,delucca,2018-07-24 18:13:25,2018-07-24 18:13:25
VictorSS_CE,nadanovonofront,2018-07-24 18:11:03,2018-07-24 18:11:03
Diego_lanca,delucca,2018-07-24 18:10:48,2018-07-24 18:10:48
da_neuli,delucca,2018-07-24 18:19:08,2018-07-24 18:19:08
mdemunari_,delucca,2018-07-24 18:19:04,2018-07-24 18:19:04
bekahcristina,delucca,2018-07-24 18:18:54,2018-07-24 18:18:54
da_neuli,delucca,2018-07-24 18:15:57,2018-07-24 18:15:57
valtertonha,cyrusafa,2018-07-24 18:25:34,2018-07-24 18:25:34
valtertonha,cyrusafa,2018-07-24 18:25:25,2018-07-24 18:25:25
magnamoreira_,cyrusafa,2018-07-24 18:25:02,2018-07-24 18:25:02
lenz_paulo,delucca,2018-07-24 18:31:01,2018-07-24 18:31:01
marippp,delucca,2018-07-24 18:28:24,2018-07-24 18:28:24
caionetoalmeida,delucca,2018-07-24 18:36:15,2018-07-24 18:36:15
mirelafetter,delucca,2018-07-24 18:35:48,2018-07-24 18:35:48
britomari,delucca,2018-07-24 18:35:41,2018-07-24 18:35:41
Nina_N___,delucca,2018-07-24 18:40:12,2018-07-24 18:40:12
AdmMarcal,delucca,2018-07-24 18:39:18,2018-07-24 18:39:18
danielffb,cyrusafa,2018-07-24 18:39:00,2018-07-24 18:39:00
Lelecoutz,cyrusafa,2018-07-24 18:46:56,2018-07-24 18:46:56
alex_lana,cyrusafa,2018-07-24 18:52:01,2018-07-24 18:52:01
eduardoramosde5,adilsonlula,2018-07-24 18:51:34,2018-07-24 18:51:34
Lelecoutz,delucca,2018-07-24 18:51:27,2018-07-24 18:51:27
magnamoreira_,delucca,2018-07-24 18:50:41,2018-07-24 18:50:41
mindincrisis,delucca,2018-07-24 18:49:53,2018-07-24 18:49:53
itsclassified,delucca,2018-07-24 18:55:49,2018-07-24 18:55:49
junnior_lins,delucca,2018-07-24 18:53:57,2018-07-24 18:53:57
diraholanda,cyrusafa,2018-07-24 18:53:43,2018-07-24 18:53:43
iscoelho5046,delucca,2018-07-24 19:00:18,2018-07-24 19:00:18
analuciavieira,delucca,2018-07-24 18:59:48,2018-07-24 18:59:48
profhenriquerob,delucca,2018-07-24 18:58:19,2018-07-24 18:58:19
ritacarvalhool1,delucca,2018-07-24 18:58:04,2018-07-24 18:58:04
oliveirapsb,delucca,2018-07-24 18:57:51,2018-07-24 18:57:51
CleytondeMelo,delucca,2018-07-24 19:06:53,2018-07-24 19:06:53
chicotejp,cyrusafa,2018-07-24 19:05:30,2018-07-24 19:05:30
brunapassos,cyrusafa,2018-07-24 19:02:42,2018-07-24 19:02:42
marcelopercival,delucca,2018-07-24 19:11:18,2018-07-24 19:11:18
Fernand17649672,delucca,2018-07-24 19:17:39,2018-07-24 19:17:39
mouraleo,delucca,2018-07-24 19:13:39,2018-07-24 19:13:39
AmelinhaAraujo,delucca,2018-07-24 19:12:54,2018-07-24 19:12:54
galo_2018,cyrusafa,2018-07-24 19:18:36,2018-07-24 19:18:36
semterok,delucca,2018-07-24 19:24:59,2018-07-24 19:24:59
AguiarNeyda,delucca,2018-07-24 19:23:14,2018-07-24 19:23:14
FridaGalo13,delucca,2018-07-25 16:01:03,2018-07-25 16:01:03
tamoae15,jeanmistrelli,2018-07-25 15:52:09,2018-07-25 15:52:09
cel_lourenco,delucca,2018-07-25 15:47:16,2018-07-25 15:47:16
cel_lourenco,delucca,2018-07-25 15:45:16,2018-07-25 15:45:16
pamelleta,delucca,2018-07-25 15:40:18,2018-07-25 15:40:18
juliocesaramor,jaqueswagner,2018-07-25 15:36:56,2018-07-25 15:36:56
dedeteodoro,cyrusafa,2018-07-25 15:27:25,2018-07-25 15:27:25
cel_lourenco,delucca,2018-07-25 15:25:03,2018-07-25 15:25:03
clauclausc,delucca,2018-07-25 15:15:14,2018-07-25 15:15:14
moraisvinny,delucca,2018-07-25 15:13:18,2018-07-25 15:13:18
isaacdbs,delucca,2018-07-25 15:11:39,2018-07-25 15:11:39
moema4,delucca,2018-07-25 15:11:32,2018-07-25 15:11:32
rairibeirof,delucca,2018-07-25 15:11:00,2018-07-25 15:11:00
rediadema,delucca,2018-07-25 15:02:42,2018-07-25 15:02:42
WGomes191,delucca,2018-07-25 15:02:31,2018-07-25 15:02:31
erika_erikhah,delucca,2018-07-25 14:59:20,2018-07-25 14:59:20
1964nempensar,delucca,2018-07-25 14:56:43,2018-07-25 14:56:43
jboiteux,delucca,2018-07-25 14:52:02,2018-07-25 14:52:02
MariaDe10242181,delucca,2018-07-25 14:51:32,2018-07-25 14:51:32
Lulivianna,delucca,2018-07-25 14:50:29,2018-07-25 14:50:29
eduardoh1972,delucca,2018-07-25 14:47:40,2018-07-25 14:47:40
geancarlobc,delucca,2018-07-25 14:46:38,2018-07-25 14:46:38
HelainedeAlmeid,delucca,2018-07-25 14:45:28,2018-07-25 14:45:28
dicaadriana1,delucca,2018-07-25 14:44:32,2018-07-25 14:44:32
MabelTov,delucca,2018-07-25 14:43:55,2018-07-25 14:43:55
MariaDe10242181,delucca,2018-07-25 14:43:33,2018-07-25 14:43:33
Rachelcomq,delucca,2018-07-25 14:40:17,2018-07-25 14:40:17
valeria_wilje,delucca,2018-07-25 14:21:49,2018-07-25 14:21:49
hugheslauria,delucca,2018-07-25 14:19:41,2018-07-25 14:19:41
ggildogomes,delucca,2018-07-25 14:18:32,2018-07-25 14:18:32
dr_bordin,cyrusafa,2018-07-25 14:13:17,2018-07-25 14:13:17
AdalenyPonce,delucca,2018-07-25 14:04:07,2018-07-25 14:04:07
Marliblue1,delucca,2018-07-25 14:02:34,2018-07-25 14:02:34
Julianaqos,delucca,2018-07-25 14:02:20,2018-07-25 14:02:20
pahega,delucca,2018-07-25 13:59:54,2018-07-25 13:59:54
Popo_Oliv,delucca,2018-07-25 13:58:09,2018-07-25 13:58:09
_ruthdebbie,delucca,2018-07-25 13:56:46,2018-07-25 13:56:46
antoniouga,cyrusafa,2018-07-25 13:55:48,2018-07-25 13:55:48
pahega,JenSoares73,2018-07-25 13:53:22,2018-07-25 13:53:22
EvaristoCoimbra,delucca,2018-07-25 13:38:07,2018-07-25 13:38:07
riquati,delucca,2018-07-25 13:31:45,2018-07-25 13:31:45
odbento,delucca,2018-07-25 13:20:59,2018-07-25 13:20:59
eduualves,delucca,2018-07-25 13:14:06,2018-07-25 13:14:06
Efesio_Santos81,delucca,2018-07-25 13:08:33,2018-07-25 13:08:33
kerlenrs,delucca,2018-07-25 13:08:27,2018-07-25 13:08:27
110977martins,delucca,2018-07-25 13:06:30,2018-07-25 13:06:30
cristianars,delucca,2018-07-25 13:01:38,2018-07-25 13:01:38
reginacrr,delucca,2018-07-25 12:59:47,2018-07-25 12:59:47
drica_salam,delucca,2018-07-25 12:58:05,2018-07-25 12:58:05
LeCommunard,delucca,2018-07-25 12:50:24,2018-07-25 12:50:24
ivan_bomfim,delucca,2018-07-25 12:46:48,2018-07-25 12:46:48
milapelomundo,delucca,2018-07-25 12:46:32,2018-07-25 12:46:32
PatoCorporation,delucca,2018-07-25 12:46:14,2018-07-25 12:46:14
dooge_ramom,delucca,2018-07-25 12:45:29,2018-07-25 12:45:29
PedroEkos,delucca,2018-07-25 12:45:28,2018-07-25 12:45:28
resendeanac,delucca,2018-07-25 12:43:08,2018-07-25 12:43:08
AisleiMedeiros,dmptsp,2018-07-25 12:41:56,2018-07-25 12:41:56
cristianefraga,delucca,2018-07-25 12:37:34,2018-07-25 12:37:34
fujiicratopre,delucca,2018-07-25 12:37:22,2018-07-25 12:37:22
bobmarchetti,delucca,2018-07-25 12:37:09,2018-07-25 12:37:09
patriciosilva,delucca,2018-07-25 12:35:18,2018-07-25 12:35:18
Lelecoutz,delucca,2018-07-25 12:28:04,2018-07-25 12:28:04
OsvaldoHulle,delucca,2018-07-25 12:19:07,2018-07-25 12:19:07
eleicaaa,delucca,2018-07-25 12:18:05,2018-07-25 12:18:05
premprakash,delucca,2018-07-25 12:13:36,2018-07-25 12:13:36
nunobribeiro,delucca,2018-07-25 12:06:56,2018-07-25 12:06:56
Claudio_msz,delucca,2018-07-25 12:00:47,2018-07-25 12:00:47
MarioMacjunior,delucca,2018-07-25 11:56:04,2018-07-25 11:56:04
phcruzscj,cyrusafa,2018-07-25 11:52:55,2018-07-25 11:52:55
RuyMarcosruy65,delucca,2018-07-25 11:52:06,2018-07-25 11:52:06
lestatthevampyr,delucca,2018-07-25 11:50:10,2018-07-25 11:50:10
Windylady4,delucca,2018-07-25 11:48:37,2018-07-25 11:48:37
math_her,delucca,2018-07-25 11:43:38,2018-07-25 11:43:38
leonaruto,delucca,2018-07-25 11:39:48,2018-07-25 11:39:48
adrianachelle,delucca,2018-07-25 11:39:18,2018-07-25 11:39:18
FranciscoMarc13,delucca,2018-07-25 11:25:04,2018-07-25 11:25:04
birobson,delucca,2018-07-25 11:24:07,2018-07-25 11:24:07
Diatribicus,delucca,2018-07-25 11:23:16,2018-07-25 11:23:16
LuciaCalvao,delucca,2018-07-25 11:18:55,2018-07-25 11:18:55
NonatoBarrosJun,delucca,2018-07-25 11:18:01,2018-07-25 11:18:01
Sil10365679,delucca,2018-07-25 11:17:55,2018-07-25 11:17:55
