source,target,start,end
frc_vfco,delucca,2018-07-24 12:55:28,2018-07-24 12:55:28
danpac2006,delucca,2018-07-24 12:55:17,2018-07-24 12:55:17
trajanojorge,MarciNog,2018-07-24 12:54:53,2018-07-24 12:54:53
galo_vasco,delucca,2018-07-24 12:54:44,2018-07-24 12:54:44
veluc111,MarciNog,2018-07-24 12:54:14,2018-07-24 12:54:14
RadioProletrio,MarciNog,2018-07-24 12:51:25,2018-07-24 12:51:25
Marciolopeste,delucca,2018-07-24 12:50:54,2018-07-24 12:50:54
kazzttor,delucca,2018-07-24 12:50:40,2018-07-24 12:50:40
edualdous,delucca,2018-07-24 12:50:38,2018-07-24 12:50:38
Alves_valeria,cyrusafa,2018-07-24 12:50:00,2018-07-24 12:50:00
bebummineiro,cyrusafa,2018-07-24 12:49:59,2018-07-24 12:49:59
bu1usf,delucca,2018-07-24 12:49:58,2018-07-24 12:49:58
Marciolopeste,MarciNog,2018-07-24 12:49:48,2018-07-24 12:49:48
claugarmendia,cyrusafa,2018-07-24 12:49:40,2018-07-24 12:49:40
Marciaum,cesarotti,2018-07-24 12:48:39,2018-07-24 12:48:39
epilidi,LeomarCLima,2018-07-24 12:47:38,2018-07-24 12:47:38
Austregsilo1,delucca,2018-07-24 12:47:14,2018-07-24 12:47:14
leonirsantini,delucca,2018-07-24 12:46:53,2018-07-24 12:46:53
danielgrimaldi1,cyrusafa,2018-07-24 12:46:29,2018-07-24 12:46:29
passaroAzul46,delucca,2018-07-24 12:45:46,2018-07-24 12:45:46
MarceloPearlJam,delucca,2018-07-24 12:45:43,2018-07-24 12:45:43
VivianedeBarro5,delucca,2018-07-24 12:44:38,2018-07-24 12:44:38
luisrog43889008,delucca,2018-07-24 12:43:56,2018-07-24 12:43:56
claugarmendia,delucca,2018-07-24 12:42:55,2018-07-24 12:42:55
maryhara,delucca,2018-07-24 12:42:45,2018-07-24 12:42:45
k_o_al,delucca,2018-07-24 12:42:19,2018-07-24 12:42:19
MulinhaRisonha,delucca,2018-07-24 12:41:20,2018-07-24 12:41:20
ThiDurante,nadanovonofront,2018-07-24 12:40:33,2018-07-24 12:40:33
carolusjunior,delucca,2018-07-24 12:40:17,2018-07-24 12:40:17
hfariasilva1969,delucca,2018-07-24 12:39:45,2018-07-24 12:39:45
Marciolopeste,delucca,2018-07-24 12:39:05,2018-07-24 12:39:05
mateusc__,cyrusafa,2018-07-24 12:37:19,2018-07-24 12:37:19
Tacio0Andrade,delucca,2018-07-24 12:37:00,2018-07-24 12:37:00
gritolivre_II,delucca,2018-07-24 12:36:10,2018-07-24 12:36:10
PauloRo30683052,delucca,2018-07-24 12:35:51,2018-07-24 12:35:51
jose17antonio,delucca,2018-07-24 12:35:39,2018-07-24 12:35:39
ali_silmour,cyrusafa,2018-07-24 12:35:32,2018-07-24 12:35:32
mateusc__,delucca,2018-07-24 12:35:16,2018-07-24 12:35:16
Fernomeno05,cyrusafa,2018-07-24 12:35:06,2018-07-24 12:35:06
Giselle64699362,cyrusafa,2018-07-24 12:35:02,2018-07-24 12:35:02
Gzgozzi,delucca,2018-07-24 12:34:59,2018-07-24 12:34:59
terapiabr,cyrusafa,2018-07-24 12:34:27,2018-07-24 12:34:27
pfelipens_,delucca,2018-07-24 12:34:24,2018-07-24 12:34:24
Marcelhart1979,cyrusafa,2018-07-24 12:34:09,2018-07-24 12:34:09
AnaBarbui,delucca,2018-07-24 12:34:00,2018-07-24 12:34:00
PedroEkos,delucca,2018-07-24 12:33:55,2018-07-24 12:33:55
MczMendonca,delucca,2018-07-24 12:32:56,2018-07-24 12:32:56
luis13vieira,delucca,2018-07-24 12:32:49,2018-07-24 12:32:49
v_freire,AlemD4sSombras,2018-07-24 12:28:07,2018-07-24 12:28:07
Queirogaaaaa,delucca,2018-07-24 12:27:54,2018-07-24 12:27:54
marvictei,delucca,2018-07-24 12:27:32,2018-07-24 12:27:32
carlatoscan,delucca,2018-07-24 12:26:41,2018-07-24 12:26:41
MarceloRsde,delucca,2018-07-24 12:26:33,2018-07-24 12:26:33
gabibianco,cesarotti,2018-07-24 12:25:20,2018-07-24 12:25:20
Sil10365679,delucca,2018-07-24 12:25:11,2018-07-24 12:25:11
raphael_barza,delucca,2018-07-24 12:24:56,2018-07-24 12:24:56
premprakash,delucca,2018-07-24 12:24:23,2018-07-24 12:24:23
Odara_10,delucca,2018-07-24 12:23:46,2018-07-24 12:23:46
mgayardi,delucca,2018-07-24 12:23:31,2018-07-24 12:23:31
Valluz,delucca,2018-07-24 12:22:51,2018-07-24 12:22:51
comtesset,cesarotti,2018-07-24 12:22:42,2018-07-24 12:22:42
raphael_barza,delucca,2018-07-24 12:22:32,2018-07-24 12:22:32
Valluz,delucca,2018-07-24 12:22:25,2018-07-24 12:22:25
NightSpyGo,delucca,2018-07-24 12:22:07,2018-07-24 12:22:07
MarceloACoelho1,cyrusafa,2018-07-24 12:22:06,2018-07-24 12:22:06
Valluz,delucca,2018-07-24 12:21:59,2018-07-24 12:21:59
____let,delucca,2018-07-24 12:21:39,2018-07-24 12:21:39
HoPchoMinh,delucca,2018-07-24 12:21:36,2018-07-24 12:21:36
deodatoramalho,delucca,2018-07-24 12:21:19,2018-07-24 12:21:19
pretafalapramim,delucca,2018-07-24 12:21:16,2018-07-24 12:21:16
isanothingbela,delucca,2018-07-24 12:20:57,2018-07-24 12:20:57
HoPchoMinh,delucca,2018-07-24 12:20:44,2018-07-24 12:20:44
hfariasilva1969,cyrusafa,2018-07-24 12:19:32,2018-07-24 12:19:32
JanMaurice,delucca,2018-07-24 12:19:27,2018-07-24 12:19:27
magnamoreira_,delucca,2018-07-24 12:18:57,2018-07-24 12:18:57
luizhsrodrigues,_tcandido,2018-07-24 12:18:48,2018-07-24 12:18:48
SamuelJoalvineg,delucca,2018-07-24 12:18:47,2018-07-24 12:18:47
deodatoramalho,cyrusafa,2018-07-24 12:18:45,2018-07-24 12:18:45
luizhsrodrigues,cyrusafa,2018-07-24 12:18:34,2018-07-24 12:18:34
luizhsrodrigues,cyrusafa,2018-07-24 12:18:27,2018-07-24 12:18:27
hfariasilva1969,delucca,2018-07-24 12:18:24,2018-07-24 12:18:24
luizhsrodrigues,cyrusafa,2018-07-24 12:18:09,2018-07-24 12:18:09
luizhsrodrigues,cyrusafa,2018-07-24 12:18:03,2018-07-24 12:18:03
luizhsrodrigues,cyrusafa,2018-07-24 12:17:56,2018-07-24 12:17:56
luizhsrodrigues,cyrusafa,2018-07-24 12:17:50,2018-07-24 12:17:50
luizhsrodrigues,cyrusafa,2018-07-24 12:17:47,2018-07-24 12:17:47
luizhsrodrigues,cyrusafa,2018-07-24 12:17:36,2018-07-24 12:17:36
John_McClane_SP,cyrusafa,2018-07-24 12:17:35,2018-07-24 12:17:35
luizhsrodrigues,cyrusafa,2018-07-24 12:17:32,2018-07-24 12:17:32
luizhsrodrigues,cyrusafa,2018-07-24 12:17:27,2018-07-24 12:17:27
mimadrezita,delucca,2018-07-24 12:17:26,2018-07-24 12:17:26
luizhsrodrigues,cyrusafa,2018-07-24 12:17:09,2018-07-24 12:17:09
Gzgozzi,delucca,2018-07-24 12:17:00,2018-07-24 12:17:00
LetsRommel,delucca,2018-07-24 12:16:55,2018-07-24 12:16:55
luizhsrodrigues,cyrusafa,2018-07-24 12:16:53,2018-07-24 12:16:53
luizhsrodrigues,cyrusafa,2018-07-24 12:16:44,2018-07-24 12:16:44
luizhsrodrigues,cyrusafa,2018-07-24 12:16:37,2018-07-24 12:16:37
luizhsrodrigues,cyrusafa,2018-07-24 12:16:31,2018-07-24 12:16:31
luizhsrodrigues,cyrusafa,2018-07-24 12:16:13,2018-07-24 12:16:13
luizhsrodrigues,cyrusafa,2018-07-24 12:16:10,2018-07-24 12:16:10
luizhsrodrigues,cyrusafa,2018-07-24 12:16:07,2018-07-24 12:16:07
luizhsrodrigues,cyrusafa,2018-07-24 12:15:58,2018-07-24 12:15:58
BRMareVermelha,delucca,2018-07-24 12:15:52,2018-07-24 12:15:52
SouGaloSejaGNV,delucca,2018-07-24 12:15:49,2018-07-24 12:15:49
luizhsrodrigues,cyrusafa,2018-07-24 12:15:32,2018-07-24 12:15:32
luizmarcelota,delucca,2018-07-24 12:15:15,2018-07-24 12:15:15
luizhsrodrigues,cyrusafa,2018-07-24 12:14:35,2018-07-24 12:14:35
Gzgozzi,cyrusafa,2018-07-24 12:14:30,2018-07-24 12:14:30
luizhsrodrigues,cyrusafa,2018-07-24 12:14:23,2018-07-24 12:14:23
claudiajmsantos,cyrusafa,2018-07-24 12:14:19,2018-07-24 12:14:19
luizhsrodrigues,cyrusafa,2018-07-24 12:14:18,2018-07-24 12:14:18
luizhsrodrigues,cyrusafa,2018-07-24 12:14:13,2018-07-24 12:14:13
Montegasppa,delucca,2018-07-24 12:14:11,2018-07-24 12:14:11
BRMareVermelha,delucca,2018-07-24 12:14:10,2018-07-24 12:14:10
luizhsrodrigues,cyrusafa,2018-07-24 12:14:06,2018-07-24 12:14:06
mimadrezita,delucca,2018-07-24 12:13:55,2018-07-24 12:13:55
luizhsrodrigues,cyrusafa,2018-07-24 12:13:41,2018-07-24 12:13:41
MagdoBruno,delucca,2018-07-24 12:13:31,2018-07-24 12:13:31
MagdoBruno,delucca,2018-07-24 12:13:20,2018-07-24 12:13:20
LciaPontes1,delucca,2018-07-24 12:12:53,2018-07-24 12:12:53
_lucifri,danielaabade,2018-07-24 12:12:22,2018-07-24 12:12:22
LciaPontes1,delucca,2018-07-24 12:12:02,2018-07-24 12:12:02
MoyenneA,delucca,2018-07-24 12:09:53,2018-07-24 12:09:53
TeleCineBrasil1,delucca,2018-07-24 12:09:33,2018-07-24 12:09:33
jcarlosrecife,delucca,2018-07-24 12:09:33,2018-07-24 12:09:33
laecio_jose,delucca,2018-07-24 12:09:29,2018-07-24 12:09:29
Elmar66,cyrusafa,2018-07-24 12:09:17,2018-07-24 12:09:17
excambau_joh,cyrusafa,2018-07-24 12:08:06,2018-07-24 12:08:06
jcarlosrecife,cyrusafa,2018-07-24 12:07:54,2018-07-24 12:07:54
regazevedo,delucca,2018-07-24 12:07:47,2018-07-24 12:07:47
FerreirahelioF,delucca,2018-07-24 12:07:31,2018-07-24 12:07:31
chicocuritiba,delucca,2018-07-24 12:06:49,2018-07-24 12:06:49
felipe_42,delucca,2018-07-24 12:06:32,2018-07-24 12:06:32
edgarkhouri,delucca,2018-07-24 12:06:17,2018-07-24 12:06:17
bacbc_bz,delucca,2018-07-24 12:05:49,2018-07-24 12:05:49
deodatoramalho,delucca,2018-07-24 12:05:08,2018-07-24 12:05:08
cavalcantemg1,delucca,2018-07-24 12:05:06,2018-07-24 12:05:06
reginaldojsiva,delucca,2018-07-24 12:05:00,2018-07-24 12:05:00
plmendes05,delucca,2018-07-24 12:04:35,2018-07-24 12:04:35
klangoso,delucca,2018-07-24 12:04:20,2018-07-24 12:04:20
opedeuta,delucca,2018-07-24 12:04:07,2018-07-24 12:04:07
andraderafa1,cyrusafa,2018-07-24 12:03:26,2018-07-24 12:03:26
ronielmacedo1,delucca,2018-07-24 12:03:18,2018-07-24 12:03:18
lulinden,delucca,2018-07-24 12:02:27,2018-07-24 12:02:27
AguiarNeyda,delucca,2018-07-24 12:01:52,2018-07-24 12:01:52
PedroEkos,delucca,2018-07-24 12:01:51,2018-07-24 12:01:51
martamassari13,delucca,2018-07-24 12:01:42,2018-07-24 12:01:42
CiaoLolla,delucca,2018-07-24 12:01:14,2018-07-24 12:01:14
fabioarantes29,delucca,2018-07-24 12:01:07,2018-07-24 12:01:07
FabianoSSantana,delucca,2018-07-24 12:00:33,2018-07-24 12:00:33
Titarso,delucca,2018-07-24 12:00:32,2018-07-24 12:00:32
miguelpgomes,delucca,2018-07-24 12:00:23,2018-07-24 12:00:23
lenimor,cyrusafa,2018-07-24 12:00:13,2018-07-24 12:00:13
drielymoura,cyrusafa,2018-07-24 12:00:00,2018-07-24 12:00:00
evaldoga,delucca,2018-07-24 11:59:42,2018-07-24 11:59:42
remoreira1506,cyrusafa,2018-07-24 11:58:55,2018-07-24 11:58:55
Marciolopeste,cyrusafa,2018-07-24 11:58:50,2018-07-24 11:58:50
PauloRo30683052,delucca,2018-07-24 11:58:35,2018-07-24 11:58:35
MarceloPearlJam,delucca,2018-07-24 11:56:30,2018-07-24 11:56:30
FabianoSSantana,delucca,2018-07-24 11:55:57,2018-07-24 11:55:57
lupoesia77,delucca,2018-07-24 11:55:49,2018-07-24 11:55:49
cla452,delucca,2018-07-24 11:54:29,2018-07-24 11:54:29
_GugaCampos_,cyrusafa,2018-07-24 11:53:25,2018-07-24 11:53:25
hfariasilva1969,delucca,2018-07-24 11:53:13,2018-07-24 11:53:13
comuniz_,delucca,2018-07-24 11:53:12,2018-07-24 11:53:12
MarceloACoelho1,cyrusafa,2018-07-24 11:53:06,2018-07-24 11:53:06
EricaWanessa,delucca,2018-07-24 11:51:46,2018-07-24 11:51:46
MarceloACoelho1,cyrusafa,2018-07-24 11:51:26,2018-07-24 11:51:26
eltonbcastro,delucca,2018-07-24 11:50:38,2018-07-24 11:50:38
RubensPolastro,delucca,2018-07-24 11:49:28,2018-07-24 11:49:28
cla452,delucca,2018-07-24 11:48:57,2018-07-24 11:48:57
vbvaldir,delucca,2018-07-24 11:48:44,2018-07-24 11:48:44
JongaPereira,delucca,2018-07-24 11:48:40,2018-07-24 11:48:40
cabe_monteiro,cyrusafa,2018-07-24 11:48:22,2018-07-24 11:48:22
nicholasrpgmai1,delucca,2018-07-24 11:47:29,2018-07-24 11:47:29
sscavalheiro,delucca,2018-07-24 11:47:25,2018-07-24 11:47:25
soulhelbertt,Araraquara_Hoje,2018-07-24 11:47:24,2018-07-24 11:47:24
patgameiro_,delucca,2018-07-24 11:47:13,2018-07-24 11:47:13
janarabelo,delucca,2018-07-24 11:47:05,2018-07-24 11:47:05
cabe_monteiro,delucca,2018-07-24 11:47:05,2018-07-24 11:47:05
88lalli,delucca,2018-07-24 11:47:03,2018-07-24 11:47:03
SandraOliveira7,delucca,2018-07-24 11:46:14,2018-07-24 11:46:14
GagaArt6,delucca,2018-07-24 11:46:13,2018-07-24 11:46:13
_caique_brasil,cyrusafa,2018-07-24 11:46:02,2018-07-24 11:46:02
MarceloACoelho1,cyrusafa,2018-07-24 11:46:01,2018-07-24 11:46:01
amareloazulverd,delucca,2018-07-24 11:46:00,2018-07-24 11:46:00
cla452,delucca,2018-07-24 11:45:53,2018-07-24 11:45:53
Luiz50218,delucca,2018-07-24 11:45:52,2018-07-24 11:45:52
MarceloACoelho1,delucca,2018-07-24 11:45:46,2018-07-24 11:45:46
macsanto787,PatoCorporation,2018-07-24 11:45:26,2018-07-24 11:45:26
margatt,AleChagas1,2018-07-24 11:44:45,2018-07-24 11:44:45
MarceloACoelho1,delucca,2018-07-24 11:44:08,2018-07-24 11:44:08
samorzinha,delucca,2018-07-24 11:43:53,2018-07-24 11:43:53
cla452,cyrusafa,2018-07-24 11:43:33,2018-07-24 11:43:33
rafaelcaptiosus,delucca,2018-07-24 11:43:17,2018-07-24 11:43:17
margatt,delucca,2018-07-24 11:43:14,2018-07-24 11:43:14
lucasavieira,delucca,2018-07-24 11:43:09,2018-07-24 11:43:09
MarceloACoelho1,cyrusafa,2018-07-24 11:43:03,2018-07-24 11:43:03
MarceloACoelho1,cyrusafa,2018-07-24 11:42:44,2018-07-24 11:42:44
hfariasilva1969,delucca,2018-07-24 11:42:36,2018-07-24 11:42:36
ricardosveloso,delucca,2018-07-24 11:42:10,2018-07-24 11:42:10
alexpessanha5,PatoCorporation,2018-07-24 11:42:01,2018-07-24 11:42:01
kanelanovo,delucca,2018-07-24 11:41:27,2018-07-24 11:41:27
anacondrake,delucca,2018-07-24 11:41:15,2018-07-24 11:41:15
LavaJatoNews,Araraquara_Hoje,2018-07-24 11:41:08,2018-07-24 11:41:08
LavaJatoNews,Araraquara_Hoje,2018-07-24 11:41:02,2018-07-24 11:41:02
Leandro_Trindad,cyrusafa,2018-07-24 11:40:33,2018-07-24 11:40:33
porhojefabi1,delucca,2018-07-24 11:39:56,2018-07-24 11:39:56
feduambiental,ManuelaDavila,2018-07-24 11:39:47,2018-07-24 11:39:47
Ftima68726417,delucca,2018-07-24 11:39:46,2018-07-24 11:39:46
luizfelipemoura,cyrusafa,2018-07-24 11:39:44,2018-07-24 11:39:44
kitita_jones,delucca,2018-07-24 11:39:41,2018-07-24 11:39:41
COSTAJR1,delucca,2018-07-24 11:38:35,2018-07-24 11:38:35
COSTAJR1,delucca,2018-07-24 11:37:35,2018-07-24 11:37:35
odio_nao,charlesnisz,2018-07-24 11:36:59,2018-07-24 11:36:59
patgameiro_,delucca,2018-07-24 11:36:35,2018-07-24 11:36:35
odio_nao,_tcandido,2018-07-24 11:36:22,2018-07-24 11:36:22
sativus4,delucca,2018-07-24 11:36:18,2018-07-24 11:36:18
Luiz50218,cyrusafa,2018-07-24 11:36:02,2018-07-24 11:36:02
COSTAJR1,delucca,2018-07-24 11:35:56,2018-07-24 11:35:56
odio_nao,_tcandido,2018-07-24 11:35:55,2018-07-24 11:35:55
ferdz770,delucca,2018-07-24 11:35:30,2018-07-24 11:35:30
Pedrohnunes1726,cyrusafa,2018-07-24 11:35:06,2018-07-24 11:35:06
claudiocalente,delucca,2018-07-24 11:35:00,2018-07-24 11:35:00
andrem1lima,delucca,2018-07-24 11:34:33,2018-07-24 11:34:33
paula_voleio,delucca,2018-07-24 11:34:25,2018-07-24 11:34:25
crncosta,delucca,2018-07-24 11:34:25,2018-07-24 11:34:25
Ftima68726417,delucca,2018-07-24 11:34:16,2018-07-24 11:34:16
odio_nao,cyrusafa,2018-07-24 11:34:09,2018-07-24 11:34:09
odio_nao,cyrusafa,2018-07-24 11:34:02,2018-07-24 11:34:02
IrlamFarias,_tcandido,2018-07-24 11:33:36,2018-07-24 11:33:36
oleomorato,delucca,2018-07-24 11:33:30,2018-07-24 11:33:30
ptsul,delucca,2018-07-24 11:33:18,2018-07-24 11:33:18
alissousa,delucca,2018-07-24 11:32:23,2018-07-24 11:32:23
PauloRo30683052,cyrusafa,2018-07-24 11:32:17,2018-07-24 11:32:17
alissousa,delucca,2018-07-24 11:31:54,2018-07-24 11:31:54
luizfelipemoura,danielaabade,2018-07-24 11:31:51,2018-07-24 11:31:51
alissousa,delucca,2018-07-24 11:31:47,2018-07-24 11:31:47
odio_nao,cyrusafa,2018-07-24 11:31:45,2018-07-24 11:31:45
odio_nao,cyrusafa,2018-07-24 11:31:39,2018-07-24 11:31:39
RobertoZezinho,delucca,2018-07-24 11:31:17,2018-07-24 11:31:17
florelwt,cyrusafa,2018-07-24 11:30:30,2018-07-24 11:30:30
moraissp,delucca,2018-07-24 11:30:23,2018-07-24 11:30:23
FlavichaMarinho,delucca,2018-07-24 11:30:10,2018-07-24 11:30:10
mariabitt,_ana_pimentel,2018-07-24 11:29:51,2018-07-24 11:29:51
odio_nao,cyrusafa,2018-07-24 11:28:49,2018-07-24 11:28:49
jose_osterno,delucca,2018-07-24 11:28:47,2018-07-24 11:28:47
jprcampos,cyrusafa,2018-07-24 11:28:41,2018-07-24 11:28:41
odio_nao,cyrusafa,2018-07-24 11:28:40,2018-07-24 11:28:40
luisgomesrj,delucca,2018-07-24 11:28:34,2018-07-24 11:28:34
luisgomesrj,cyrusafa,2018-07-24 11:28:07,2018-07-24 11:28:07
elehuperes,delucca,2018-07-24 11:28:01,2018-07-24 11:28:01
luisgomesrj,delucca,2018-07-24 11:27:58,2018-07-24 11:27:58
BernardoJGF,delucca,2018-07-24 11:27:44,2018-07-24 11:27:44
MarceloACoelho1,cyrusafa,2018-07-24 11:27:34,2018-07-24 11:27:34
e_laine1789,delucca,2018-07-24 11:27:31,2018-07-24 11:27:31
eleni_marchi,delucca,2018-07-24 11:27:24,2018-07-24 11:27:24
luisgomesrj,delucca,2018-07-24 11:27:05,2018-07-24 11:27:05
odio_nao,pedrolapera,2018-07-24 11:27:03,2018-07-24 11:27:03
odio_nao,pedrolapera,2018-07-24 11:26:58,2018-07-24 11:26:58
odio_nao,cyrusafa,2018-07-24 11:26:23,2018-07-24 11:26:23
EduardoMangeli,delucca,2018-07-24 11:25:47,2018-07-24 11:25:47
MarceloACoelho1,cyrusafa,2018-07-24 11:25:46,2018-07-24 11:25:46
cla452,cyrusafa,2018-07-24 11:25:33,2018-07-24 11:25:33
magnamoreira_,delucca,2018-07-24 11:24:56,2018-07-24 11:24:56
FbioMaralLima1,delucca,2018-07-24 11:24:29,2018-07-24 11:24:29
FbioMaralLima1,delucca,2018-07-24 11:24:14,2018-07-24 11:24:14
arte_prima,delucca,2018-07-24 11:23:07,2018-07-24 11:23:07
CariQueiros,delucca,2018-07-24 11:23:04,2018-07-24 11:23:04
_chei,cyrusafa,2018-07-24 11:23:02,2018-07-24 11:23:02
AndraCristiane2,nadanovonofront,2018-07-24 11:22:56,2018-07-24 11:22:56
rldigital,delucca,2018-07-24 11:22:40,2018-07-24 11:22:40
antonioecastro,cyrusafa,2018-07-24 11:22:01,2018-07-24 11:22:01
Purpurinadox,delucca,2018-07-24 11:21:59,2018-07-24 11:21:59
gcaiires,delucca,2018-07-24 11:21:58,2018-07-24 11:21:58
antonioecastro,delucca,2018-07-24 11:21:48,2018-07-24 11:21:48
niltin57,delucca,2018-07-24 11:20:51,2018-07-24 11:20:51
MonyAdry,ManuelaDavila,2018-07-24 11:20:30,2018-07-24 11:20:30
marlenemota7,delucca,2018-07-24 11:20:14,2018-07-24 11:20:14
Na_pcardoso,delucca,2018-07-24 11:20:10,2018-07-24 11:20:10
amarcosgeo,delucca,2018-07-24 11:19:49,2018-07-24 11:19:49
leoteixeira1,delucca,2018-07-24 11:19:44,2018-07-24 11:19:44
RobertaVeronese,delucca,2018-07-24 11:19:18,2018-07-24 11:19:18
RodrigoAlvesP13,delucca,2018-07-24 11:19:13,2018-07-24 11:19:13
ptfreire,delucca,2018-07-24 11:18:59,2018-07-24 11:18:59
macedos1,delucca,2018-07-24 11:18:30,2018-07-24 11:18:30
caa_verissimo,delucca,2018-07-24 11:17:26,2018-07-24 11:17:26
pirulito401,cyrusafa,2018-07-24 11:16:46,2018-07-24 11:16:46
baptista_rose,delucca,2018-07-24 11:16:32,2018-07-24 11:16:32
parabolicamara1,cyrusafa,2018-07-24 11:16:28,2018-07-24 11:16:28
baptista_rose,delucca,2018-07-24 11:16:22,2018-07-24 11:16:22
iscoelho5046,delucca,2018-07-24 11:15:54,2018-07-24 11:15:54
cidadao_d_bem,delucca,2018-07-24 11:15:52,2018-07-24 11:15:52
baptista_rose,delucca,2018-07-24 11:15:31,2018-07-24 11:15:31
betavox,delucca,2018-07-24 11:15:30,2018-07-24 11:15:30
baptista_rose,delucca,2018-07-24 11:15:27,2018-07-24 11:15:27
calua,delucca,2018-07-24 11:15:19,2018-07-24 11:15:19
baptista_rose,delucca,2018-07-24 11:15:14,2018-07-24 11:15:14
MisterViii,delucca,2018-07-24 11:15:06,2018-07-24 11:15:06
baptista_rose,delucca,2018-07-24 11:14:47,2018-07-24 11:14:47
baptista_rose,delucca,2018-07-24 11:14:37,2018-07-24 11:14:37
jesm_j,delucca,2018-07-24 11:13:50,2018-07-24 11:13:50
cecyfernandes,delucca,2018-07-24 11:13:45,2018-07-24 11:13:45
sandradinyz,delucca,2018-07-24 11:13:36,2018-07-24 11:13:36
gabiol,delucca,2018-07-24 11:13:14,2018-07-24 11:13:14
satmomoii,delucca,2018-07-24 11:12:33,2018-07-24 11:12:33
Taniellamendes,delucca,2018-07-24 11:12:33,2018-07-24 11:12:33
satmomoii,delucca,2018-07-24 11:12:32,2018-07-24 11:12:32
michellebessa,delucca,2018-07-24 11:12:25,2018-07-24 11:12:25
SamuelJoalvineg,delucca,2018-07-24 11:12:11,2018-07-24 11:12:11
alexsandraponce,delucca,2018-07-24 11:11:54,2018-07-24 11:11:54
baptista_rose,delucca,2018-07-24 11:11:52,2018-07-24 11:11:52
eduardakobun,delucca,2018-07-24 11:11:19,2018-07-24 11:11:19
Camilasuzan,delucca,2018-07-24 11:11:02,2018-07-24 11:11:02
AugustoVilelaP,delucca,2018-07-24 11:10:04,2018-07-24 11:10:04
comLLYnofinal,delucca,2018-07-24 11:10:03,2018-07-24 11:10:03
alexsandraponce,delucca,2018-07-24 11:09:13,2018-07-24 11:09:13
pesbrasil,delucca,2018-07-24 11:09:01,2018-07-24 11:09:01
balulajunior,delucca,2018-07-24 11:08:59,2018-07-24 11:08:59
DOMINGOS76,delucca,2018-07-24 11:08:37,2018-07-24 11:08:37
balulajunior,delucca,2018-07-24 11:07:45,2018-07-24 11:07:45
carlosmagno1983,delucca,2018-07-24 11:07:24,2018-07-24 11:07:24
Marcio_Gasparr,delucca,2018-07-24 11:06:54,2018-07-24 11:06:54
MariaIv61089221,delucca,2018-07-24 11:06:53,2018-07-24 11:06:53
Marcio_Gasparr,delucca,2018-07-24 11:06:49,2018-07-24 11:06:49
cla452,delucca,2018-07-24 11:06:32,2018-07-24 11:06:32
franze_cm,delucca,2018-07-24 11:05:36,2018-07-24 11:05:36
wonderwoman10,cyrusafa,2018-07-24 11:05:36,2018-07-24 11:05:36
macsanto787,nadanovonofront,2018-07-24 11:04:43,2018-07-24 11:04:43
genario_azevedo,delucca,2018-07-24 11:04:34,2018-07-24 11:04:34
lulinden,delucca,2018-07-24 11:03:37,2018-07-24 11:03:37
Motominha,delucca,2018-07-24 11:03:37,2018-07-24 11:03:37
Motominha,delucca,2018-07-24 11:03:36,2018-07-24 11:03:36
CamilaRefinetti,delucca,2018-07-24 11:03:20,2018-07-24 11:03:20
EmVigilia,delucca,2018-07-24 11:03:04,2018-07-24 11:03:04
prhmoreno,cyrusafa,2018-07-24 11:02:34,2018-07-24 11:02:34
mluciares,delucca,2018-07-24 11:02:05,2018-07-24 11:02:05
actmonkeyss,delucca,2018-07-24 11:01:56,2018-07-24 11:01:56
Hudson27454046,delucca,2018-07-24 11:01:40,2018-07-24 11:01:40
Jornallista,delucca,2018-07-24 11:01:05,2018-07-24 11:01:05
genario_azevedo,delucca,2018-07-24 11:00:55,2018-07-24 11:00:55
michellebessa,delucca,2018-07-24 11:00:07,2018-07-24 11:00:07
AlanSavio_03,delucca,2018-07-24 10:59:30,2018-07-24 10:59:30
joelsanto,delucca,2018-07-24 10:59:14,2018-07-24 10:59:14
alexsandraponce,delucca,2018-07-24 10:59:03,2018-07-24 10:59:03
beca_boone7,delucca,2018-07-24 10:58:54,2018-07-24 10:58:54
pedrocmpns,delucca,2018-07-24 10:58:48,2018-07-24 10:58:48
Lucianosf,delucca,2018-07-24 10:57:23,2018-07-24 10:57:23
debidanowski,_tcandido,2018-07-24 10:57:21,2018-07-24 10:57:21
hfariasilva1969,delucca,2018-07-24 10:57:20,2018-07-24 10:57:20
v_freire,cyrusafa,2018-07-24 10:57:16,2018-07-24 10:57:16
AlanSavio_03,delucca,2018-07-24 10:57:13,2018-07-24 10:57:13
debidanowski,_tcandido,2018-07-24 10:57:07,2018-07-24 10:57:07
prhmoreno,delucca,2018-07-24 10:56:42,2018-07-24 10:56:42
daniellabassi,delucca,2018-07-24 10:56:22,2018-07-24 10:56:22
RosalileSoares,delucca,2018-07-24 10:56:14,2018-07-24 10:56:14
eduardoramosde5,delucca,2018-07-24 10:55:38,2018-07-24 10:55:38
rogeriotomazjr,delucca,2018-07-24 10:54:32,2018-07-24 10:54:32
ronaldomacedobr,delucca,2018-07-24 10:53:35,2018-07-24 10:53:35
Marina_OGalvao,delucca,2018-07-24 10:53:31,2018-07-24 10:53:31
profviniciusxx,delucca,2018-07-24 10:53:25,2018-07-24 10:53:25
mirtslacerda,delucca,2018-07-24 10:53:10,2018-07-24 10:53:10
